,company_name,job_title,experience,salary,location,desc,skills
2724,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,Senior Data Scientist (9+ years),9-14 Yrs,"22,50,000 - 25,00,000 PA.","Pune, Mumbai", Data Science job opportunity in Mumbai/Pune with a fortune 500 firm with at least 5 yea...,"Data Science ,R ,NLP ,Natural Language Processing ,Neural Networks ,Statistical Modeling ,Machine Learning ,Deep Learning ,"
2725,AlgoAnalytics Private Ltd.,Senior Data Scientist,3-8 Yrs,Not disclosed,Pune(Baner), Bachelors / Masters in Engineering / Mathematics/Statistics with sound knowledge of pro...,"Data Science ,Project Management ,Artificial Intelligence ,Natural Language Processing ,Computer Vision ,Machine Learning ,Deep Learning ,"
2726,ACHYUTAS SOFT PRIVATE LIMITED ,Fresher  Data Engineer / Data Scientist / Data Analyst Requirements,0-2 Yrs,"3,50,000 - 8,50,000 PA.","Delhi NCR, Bengaluru, Hyderabad", Building and iterating reports (with eventual design collaboration) based around a larg...,"Data Science ,Tensorflow ,Deeplearning ,Data Analysis ,Machine Learning ,Python ,SQL ,"
2727,ELLIE MAE INDIA PRIVATE LIMITED,Senior Data Scientist,7-9 Yrs,Not disclosed,Pune," Experience with common data science toolkits, such as Sklearn, NumPy and MLib PhD degre...","Pytorch ,Tensorflow ,Data Science ,NLP ,Image Processing ,Neural Networks ,Python programming ,Computer Vision ,"
2728,GlobusSoft,Junior Data Scientist - Bangalore,1-3 Yrs,"2,00,000 - 5,00,000 PA.",Bengaluru(5th block Koramangala)," Must have skills: Python, ML/DL, NLP, Web/Data Scraping Selecting features, building an...","Natural Language Processing ,Machine Learning ,Python ,Predictive Modeling ,Data Science ,NLP ,NoSQL ,Data Mining ,"
2729,Hyper Thread Solutions Pvt. Ltd.,Hiring For Data Scientist 3-7 Years Experience,3-7 Yrs,Not disclosed,Hyderabad, Must have worked hands on in either one of these areas - Chatbots / Computer Vision / N...,"IT Skills ,Python ,Data Science ,Machine Learning ,Artificial Intelligence ,Tensorflow ,Nltk ,Data Science ,"
2730,Walmart Labs,Staff Data Scientist,5-10 Yrs,Not disclosed,Bengaluru, You preferably have domain knowledge of eCommerce PhD / Doctor of Philosophy or Master ...,"Computer science ,Computer vision ,deep learning ,data science ,Data modeling ,Machine learning ,E-commerce ,Data processing ,"
2731,DataWeave Software Pvt Ltd,Data Scientist,2-5 Yrs,Not disclosed,Bengaluru, Be proficient in Git and other essential software development toolsExperience building ...,"Computer vision ,deep learning ,Backend ,data science ,Machine learning ,Data processing ,Natural language processing ,Research ,"
2732,Larsen & Toubro Infotech Limited,SR DATA Scientist,5-9 Yrs,Not disclosed,India, Job Description Python Machine Learning and Deep Learning Natural Language Processing T...,"IT Skills ,Python ,Data Science ,Machine Learning ,Artificial Intelligence ,deep learning ,Data analysis ,data science ,"
2733,CarbyneTech India,Data Scientist - Machine Learning/APICS,3-8 Yrs,Not disclosed,Hyderabad, Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...,"Data Science ,R ,APICS ,NLP ,Neural networks ,Artificial Intelligence ,Data Management ,Machine Learning ,"
2734,GlaxoSmithKline Pharmaceuticals Limited,Global Medical Data Scientist,5-7 Yrs,Not disclosed,"Bengaluru, India"," medical voice of customer feedback, customer listening, feedback from surveys and resea...","Data Science ,NLP ,Text Analytics ,Artificial Intelligence ,Natural Language Processing ,Advanced Analytics ,Jupyter ,Machine Learning ,"
2735,Mobiotics IT Solution Pvt Ltd,Data Scientist,2-5 Yrs,"5,00,000 - 10,00,000 PA.",Bengaluru(HSR Layout), 5 Years of solid experience in data analytics and MLDegree in Data Science preferred wi...,"Big Data Analytics ,ELK ,Postgresql ,Cassandra ,Kafka ,Jupyter Notebook ,Machine Learning ,Numpy ,"
2736,Lentra AI Private Limited ,Data Scientist,3-5 Yrs,Not disclosed,Pune, Lentra relies on rich insightful data to power our credit risk models and scorecards. C...,"Java ,Lstm ,Artificial Intelligence ,Neural Networks ,Node.Js ,Clustering ,Machine Learning ,Deep Learning ,"
2737,krtrimaIQ AI Solutions,Sr Data Scientist,5-8 Yrs,Not disclosed,Bengaluru, Interface with the customers to understand the problem and provide required solutions C...,"IT Skills ,Machine Learning ,Computer science ,Computer vision ,deep learning ,Data analysis ,Neural networks ,Machine learning ,"
2738,Abzooba India Infotech Private Limited,Opening For Data Scientist Role !! PUNE!!,3-6 Yrs,Not disclosed,Pune(Baner)," Hands-on experience with machine learning and deep learning algorithms such as SVM, kNN...","Operational Excellence ,Pyspark ,CNN ,Natural Language Processing ,Tenserflow ,Neural Networks ,Architectural Design ,KNN ,"
2739,Abzooba India Infotech Private Limited,Opening For Data Scientist Role !! PUNE!!,3-6 Yrs,Not disclosed,Pune(Baner)," Hands-on experience with machine learning and deep learning algorithms such as SVM, kNN...","Operational Excellence ,Pyspark ,CNN ,Natural Language Processing ,Tenserflow ,Neural Networks ,Architectural Design ,KNN ,"
2740,CAIA-Center For Artificial Intelligence & Advanced Analytics,Immediate opening For Data Scientist/Data Analyst,0-3 Yrs,"3,50,000 - 4,50,000 PA.","Chennai, Pune, Bengaluru, Hyderabad", In case you are trying to shift your career to Analytics and / or AI domain please do c...,"Business Intelligence ,Artificial Intelligence ,Natural Language Processing ,Neural Networks ,Data Mining ,Machine Learning ,Deep Learning ,SQL ,"
2741,A Big Digital Group,NLP Engineer/ Data Scientist/ Data science,5-7 Yrs,"12,00,000 - 22,00,000 PA.",Mumbai, 5+ years of overall experience with minimum 1 year in the field of Natural Language Pro...,"Natural Language Processing ,Machine Learning ,Deep Learning ,Data Science ,NLP ,Algorithms ,Data Structures ,Classification ,"
2742,bebo Technologies Pvt. Ltd.,Senior Software Engineer- Data Scientist- Chandigarh,5-10 Yrs,Not disclosed,Chandigarh, 5 years of experience in Machine learning/ Data Science/ NLP and delivering scalable co...,"deep learning ,algorithms ,panda ,python ,nlp ,natural language processing ,data science ,Artificial Intelligence ,"
2743,Shell India Markets Private Limited,AI Resident - Data Scientist - NLP,3-5 Yrs,Not disclosed,Bengaluru," Preferably expertise Deep Learning, Bayesian Learning Experience of developing advanced...","Data Science ,Bayesian Learning ,R ,NLP ,Artificial Intelligence ,Natural Language Processing ,Machine Learning ,MATLAB ,"
2744,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,Senior Data Scientist (9+ years),9-14 Yrs,"22,50,000 - 25,00,000 PA.","Pune, Mumbai", Data Science job opportunity in Mumbai/Pune with a fortune 500 firm with at least 5 yea...,"Data Science ,R ,NLP ,Natural Language Processing ,Neural Networks ,Statistical Modeling ,Machine Learning ,Deep Learning ,"
2745,AlgoAnalytics Private Ltd.,Senior Data Scientist,3-8 Yrs,Not disclosed,Pune(Baner), Bachelors / Masters in Engineering / Mathematics/Statistics with sound knowledge of pro...,"Data Science ,Project Management ,Artificial Intelligence ,Natural Language Processing ,Computer Vision ,Machine Learning ,Deep Learning ,"
2746,ACHYUTAS SOFT PRIVATE LIMITED ,Fresher  Data Engineer / Data Scientist / Data Analyst Requirements,0-2 Yrs,"3,50,000 - 8,50,000 PA.","Delhi NCR, Bengaluru, Hyderabad", Building and iterating reports (with eventual design collaboration) based around a larg...,"Data Science ,Tensorflow ,Deeplearning ,Data Analysis ,Machine Learning ,Python ,SQL ,"
2747,ELLIE MAE INDIA PRIVATE LIMITED,Senior Data Scientist,7-9 Yrs,Not disclosed,Pune," Experience with common data science toolkits, such as Sklearn, NumPy and MLib PhD degre...","Pytorch ,Tensorflow ,Data Science ,NLP ,Image Processing ,Neural Networks ,Python programming ,Computer Vision ,"
2748,GlobusSoft,Junior Data Scientist - Bangalore,1-3 Yrs,"2,00,000 - 5,00,000 PA.",Bengaluru(5th block Koramangala)," Must have skills: Python, ML/DL, NLP, Web/Data Scraping Selecting features, building an...","Natural Language Processing ,Machine Learning ,Python ,Predictive Modeling ,Data Science ,NLP ,NoSQL ,Data Mining ,"
2749,Hyper Thread Solutions Pvt. Ltd.,Hiring For Data Scientist 3-7 Years Experience,3-7 Yrs,Not disclosed,Hyderabad, Must have worked hands on in either one of these areas - Chatbots / Computer Vision / N...,"IT Skills ,Python ,Data Science ,Machine Learning ,Artificial Intelligence ,Tensorflow ,Nltk ,Data Science ,"
2750,Walmart Labs,Staff Data Scientist,5-10 Yrs,Not disclosed,Bengaluru, You preferably have domain knowledge of eCommerce PhD / Doctor of Philosophy or Master ...,"Computer science ,Computer vision ,deep learning ,data science ,Data modeling ,Machine learning ,E-commerce ,Data processing ,"
2751,DataWeave Software Pvt Ltd,Data Scientist,2-5 Yrs,Not disclosed,Bengaluru, Be proficient in Git and other essential software development toolsExperience building ...,"Computer vision ,deep learning ,Backend ,data science ,Machine learning ,Data processing ,Natural language processing ,Research ,"
2752,Larsen & Toubro Infotech Limited,SR DATA Scientist,5-9 Yrs,Not disclosed,India, Job Description Python Machine Learning and Deep Learning Natural Language Processing T...,"IT Skills ,Python ,Data Science ,Machine Learning ,Artificial Intelligence ,deep learning ,Data analysis ,data science ,"
2753,CarbyneTech India,Data Scientist - Machine Learning/APICS,3-8 Yrs,Not disclosed,Hyderabad, Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...,"Data Science ,R ,APICS ,NLP ,Neural networks ,Artificial Intelligence ,Data Management ,Machine Learning ,"
2754,GlaxoSmithKline Pharmaceuticals Limited,Global Medical Data Scientist,5-7 Yrs,Not disclosed,"Bengaluru, India"," medical voice of customer feedback, customer listening, feedback from surveys and resea...","Data Science ,NLP ,Text Analytics ,Artificial Intelligence ,Natural Language Processing ,Advanced Analytics ,Jupyter ,Machine Learning ,"
2755,Mobiotics IT Solution Pvt Ltd,Data Scientist,2-5 Yrs,"5,00,000 - 10,00,000 PA.",Bengaluru(HSR Layout), 5 Years of solid experience in data analytics and MLDegree in Data Science preferred wi...,"Big Data Analytics ,ELK ,Postgresql ,Cassandra ,Kafka ,Jupyter Notebook ,Machine Learning ,Numpy ,"
2756,Lentra AI Private Limited ,Data Scientist,3-5 Yrs,Not disclosed,Pune, Lentra relies on rich insightful data to power our credit risk models and scorecards. C...,"Java ,Lstm ,Artificial Intelligence ,Neural Networks ,Node.Js ,Clustering ,Machine Learning ,Deep Learning ,"
2757,krtrimaIQ AI Solutions,Sr Data Scientist,5-8 Yrs,Not disclosed,Bengaluru, Interface with the customers to understand the problem and provide required solutions C...,"IT Skills ,Machine Learning ,Computer science ,Computer vision ,deep learning ,Data analysis ,Neural networks ,Machine learning ,"
2758,Abzooba India Infotech Private Limited,Opening For Data Scientist Role !! PUNE!!,3-6 Yrs,Not disclosed,Pune(Baner)," Hands-on experience with machine learning and deep learning algorithms such as SVM, kNN...","Operational Excellence ,Pyspark ,CNN ,Natural Language Processing ,Tenserflow ,Neural Networks ,Architectural Design ,KNN ,"
2759,Abzooba India Infotech Private Limited,Opening For Data Scientist Role !! PUNE!!,3-6 Yrs,Not disclosed,Pune(Baner)," Hands-on experience with machine learning and deep learning algorithms such as SVM, kNN...","Operational Excellence ,Pyspark ,CNN ,Natural Language Processing ,Tenserflow ,Neural Networks ,Architectural Design ,KNN ,"
2760,CAIA-Center For Artificial Intelligence & Advanced Analytics,Immediate opening For Data Scientist/Data Analyst,0-3 Yrs,"3,50,000 - 4,50,000 PA.","Chennai, Pune, Bengaluru, Hyderabad", In case you are trying to shift your career to Analytics and / or AI domain please do c...,"Business Intelligence ,Artificial Intelligence ,Natural Language Processing ,Neural Networks ,Data Mining ,Machine Learning ,Deep Learning ,SQL ,"
2761,A Big Digital Group,NLP Engineer/ Data Scientist/ Data science,5-7 Yrs,"12,00,000 - 22,00,000 PA.",Mumbai, 5+ years of overall experience with minimum 1 year in the field of Natural Language Pro...,"Natural Language Processing ,Machine Learning ,Deep Learning ,Data Science ,NLP ,Algorithms ,Data Structures ,Classification ,"
2762,bebo Technologies Pvt. Ltd.,Senior Software Engineer- Data Scientist- Chandigarh,5-10 Yrs,Not disclosed,Chandigarh, 5 years of experience in Machine learning/ Data Science/ NLP and delivering scalable co...,"deep learning ,algorithms ,panda ,python ,nlp ,natural language processing ,data science ,Artificial Intelligence ,"
2763,Shell India Markets Private Limited,AI Resident - Data Scientist - NLP,3-5 Yrs,Not disclosed,Bengaluru," Preferably expertise Deep Learning, Bayesian Learning Experience of developing advanced...","Data Science ,Bayesian Learning ,R ,NLP ,Artificial Intelligence ,Natural Language Processing ,Machine Learning ,MATLAB ,"
2764,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,Senior Data Scientist (9+ years),9-14 Yrs,"22,50,000 - 25,00,000 PA.","Pune, Mumbai", Data Science job opportunity in Mumbai/Pune with a fortune 500 firm with at least 5 yea...,"Data Science ,R ,NLP ,Natural Language Processing ,Neural Networks ,Statistical Modeling ,Machine Learning ,Deep Learning ,"
2765,AlgoAnalytics Private Ltd.,Senior Data Scientist,3-8 Yrs,Not disclosed,Pune(Baner), Bachelors / Masters in Engineering / Mathematics/Statistics with sound knowledge of pro...,"Data Science ,Project Management ,Artificial Intelligence ,Natural Language Processing ,Computer Vision ,Machine Learning ,Deep Learning ,"
2766,ACHYUTAS SOFT PRIVATE LIMITED ,Fresher  Data Engineer / Data Scientist / Data Analyst Requirements,0-2 Yrs,"3,50,000 - 8,50,000 PA.","Delhi NCR, Bengaluru, Hyderabad", Building and iterating reports (with eventual design collaboration) based around a larg...,"Data Science ,Tensorflow ,Deeplearning ,Data Analysis ,Machine Learning ,Python ,SQL ,"
2767,ELLIE MAE INDIA PRIVATE LIMITED,Senior Data Scientist,7-9 Yrs,Not disclosed,Pune," Experience with common data science toolkits, such as Sklearn, NumPy and MLib PhD degre...","Pytorch ,Tensorflow ,Data Science ,NLP ,Image Processing ,Neural Networks ,Python programming ,Computer Vision ,"
2768,GlobusSoft,Junior Data Scientist - Bangalore,1-3 Yrs,"2,00,000 - 5,00,000 PA.",Bengaluru(5th block Koramangala)," Must have skills: Python, ML/DL, NLP, Web/Data Scraping Selecting features, building an...","Natural Language Processing ,Machine Learning ,Python ,Predictive Modeling ,Data Science ,NLP ,NoSQL ,Data Mining ,"
2769,Hyper Thread Solutions Pvt. Ltd.,Hiring For Data Scientist 3-7 Years Experience,3-7 Yrs,Not disclosed,Hyderabad, Must have worked hands on in either one of these areas - Chatbots / Computer Vision / N...,"IT Skills ,Python ,Data Science ,Machine Learning ,Artificial Intelligence ,Tensorflow ,Nltk ,Data Science ,"
2770,Walmart Labs,Staff Data Scientist,5-10 Yrs,Not disclosed,Bengaluru, You preferably have domain knowledge of eCommerce PhD / Doctor of Philosophy or Master ...,"Computer science ,Computer vision ,deep learning ,data science ,Data modeling ,Machine learning ,E-commerce ,Data processing ,"
2771,DataWeave Software Pvt Ltd,Data Scientist,2-5 Yrs,Not disclosed,Bengaluru, Be proficient in Git and other essential software development toolsExperience building ...,"Computer vision ,deep learning ,Backend ,data science ,Machine learning ,Data processing ,Natural language processing ,Research ,"
2772,Larsen & Toubro Infotech Limited,SR DATA Scientist,5-9 Yrs,Not disclosed,India, Job Description Python Machine Learning and Deep Learning Natural Language Processing T...,"IT Skills ,Python ,Data Science ,Machine Learning ,Artificial Intelligence ,deep learning ,Data analysis ,data science ,"
2773,CarbyneTech India,Data Scientist - Machine Learning/APICS,3-8 Yrs,Not disclosed,Hyderabad, Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...,"Data Science ,R ,APICS ,NLP ,Neural networks ,Artificial Intelligence ,Data Management ,Machine Learning ,"
2774,GlaxoSmithKline Pharmaceuticals Limited,Global Medical Data Scientist,5-7 Yrs,Not disclosed,"Bengaluru, India"," medical voice of customer feedback, customer listening, feedback from surveys and resea...","Data Science ,NLP ,Text Analytics ,Artificial Intelligence ,Natural Language Processing ,Advanced Analytics ,Jupyter ,Machine Learning ,"
2775,Mobiotics IT Solution Pvt Ltd,Data Scientist,2-5 Yrs,"5,00,000 - 10,00,000 PA.",Bengaluru(HSR Layout), 5 Years of solid experience in data analytics and MLDegree in Data Science preferred wi...,"Big Data Analytics ,ELK ,Postgresql ,Cassandra ,Kafka ,Jupyter Notebook ,Machine Learning ,Numpy ,"
2776,Lentra AI Private Limited ,Data Scientist,3-5 Yrs,Not disclosed,Pune, Lentra relies on rich insightful data to power our credit risk models and scorecards. C...,"Java ,Lstm ,Artificial Intelligence ,Neural Networks ,Node.Js ,Clustering ,Machine Learning ,Deep Learning ,"
2777,krtrimaIQ AI Solutions,Sr Data Scientist,5-8 Yrs,Not disclosed,Bengaluru, Interface with the customers to understand the problem and provide required solutions C...,"IT Skills ,Machine Learning ,Computer science ,Computer vision ,deep learning ,Data analysis ,Neural networks ,Machine learning ,"
